x,y
-3.0,-0.6502088032750805
-2.993993993993994,0.029907037666204506
-2.987987987987988,-0.42416766280347806
-2.981981981981982,-0.24819138263040497
-2.975975975975976,-0.9108772956807094
-2.96996996996997,-2.3360643348543686
-2.963963963963964,-0.60451320324001
-2.957957957957958,-0.42073379003904726
-2.951951951951952,-1.4509756912599698
-2.945945945945946,-2.488353557513327
-2.93993993993994,-0.3699693517943258
-2.933933933933934,-3.222022206897475
-2.9279279279279278,0.2882369788439634
-2.921921921921922,-0.7906058166574675
-2.915915915915916,-0.11040486283238549
-2.90990990990991,-1.4690130502135783
-2.903903903903904,-0.3060093892573442
-2.8978978978978978,2.0820838846859537
-2.891891891891892,-0.39170900149375487
-2.885885885885886,-0.7147578855141299
-2.87987987987988,0.28153945133493274
-2.873873873873874,-0.1321748872617612
-2.8678678678678677,-0.9917854288260147
-2.861861861861862,-1.4278986694623788
-2.855855855855856,-0.5020408673992951
-2.84984984984985,-1.4731972928418924
-2.843843843843844,-3.365217549013428
-2.8378378378378377,-2.421229605769633
-2.831831831831832,-0.5520176536295284
-2.825825825825826,-4.1294162656033535
-2.81981981981982,-0.6598308548677233
-2.813813813813814,-1.72092540472958
-2.8078078078078077,-1.080793155417973
-2.8018018018018016,-1.5471941064542272
-2.795795795795796,-3.0413219905961775
-2.78978978978979,-1.955284554817917
-2.7837837837837838,-1.2664978121368091
-2.7777777777777777,-0.23338109774853288
-2.7717717717717716,-0.9329445915163737
-2.765765765765766,-1.8749323042957229
-2.75975975975976,-2.197614616794214
-2.7537537537537538,-1.3349990249473345
-2.7477477477477477,-3.273058314920337
-2.7417417417417416,-1.6588971463095092
-2.735735735735736,-0.3739626279424584
-2.72972972972973,-3.3843090474243516
-2.7237237237237237,-2.7053015526884154
-2.7177177177177176,-1.465459814063022
-2.7117117117117115,-2.0209401750461398
-2.705705705705706,-0.9548916660719602
-2.6996996996997,-3.412614939331619
-2.6936936936936937,-2.118006910564125
-2.6876876876876876,-2.5109459022038205
-2.6816816816816815,-2.3913890832475526
-2.6756756756756754,-2.5170560741610752
-2.66966966966967,-1.6692317022235184
-2.6636636636636637,-2.566977133857251
-2.6576576576576576,-1.1788824100393873
-2.6516516516516515,-1.8907428700399085
-2.6456456456456454,-2.8757612601639995
-2.6396396396396398,-3.551544574858617
-2.6336336336336337,-2.4324539209850307
-2.6276276276276276,-2.9628688086805894
-2.6216216216216215,-2.2155435096443608
-2.6156156156156154,-1.8549214838218973
-2.6096096096096097,-0.47857923238304023
-2.6036036036036037,-1.5842521561917813
-2.5975975975975976,-3.2475762576595826
-2.5915915915915915,-3.1510912591333833
-2.5855855855855854,-0.04391438161726802
-2.5795795795795797,-3.772314773676568
-2.5735735735735736,-3.4653908180542357
-2.5675675675675675,-4.764486960523195
-2.5615615615615615,-3.2256121572893917
-2.5555555555555554,-4.045067760624621
-2.5495495495495497,-2.8993136551016807
-2.5435435435435436,-1.4291113614840818
-2.5375375375375375,-3.1543074895673477
-2.5315315315315314,-3.3510391362488927
-2.5255255255255253,-1.8038694216651403
-2.5195195195195197,-3.9280719748282618
-2.5135135135135136,-2.761094824502663
-2.5075075075075075,-3.1394221368170308
-2.5015015015015014,-3.7418951834659993
-2.4954954954954953,-2.095053508728446
-2.4894894894894897,-3.936137980263113
-2.4834834834834836,-2.253529139927794
-2.4774774774774775,-3.145874644825964
-2.4714714714714714,-1.7400745818112309
-2.4654654654654653,-2.868586398651966
-2.4594594594594597,-3.277005905716963
-2.4534534534534536,-4.348062571988693
-2.4474474474474475,-3.9046367754630866
-2.4414414414414414,-4.427456655103323
-2.4354354354354353,-1.7325638287164042
-2.4294294294294296,-4.310676103751776
-2.4234234234234235,-3.2962422462331182
-2.4174174174174174,-5.413513667882157
-2.4114114114114114,-4.025037100936241
-2.4054054054054053,-3.9027670114593094
-2.3993993993993996,-2.273083616904568
-2.3933933933933935,-3.1235534943305736
-2.3873873873873874,-4.49128590308054
-2.3813813813813813,-3.804035388449919
-2.3753753753753752,-4.605795249046246
-2.3693693693693696,-4.149395568579945
-2.3633633633633635,-2.4545216237632825
-2.3573573573573574,-4.369594782301487
-2.3513513513513513,-3.931566880437653
-2.3453453453453452,-3.0961714081999343
-2.3393393393393396,-2.938888816617065
-2.3333333333333335,-2.7440235560707666
-2.3273273273273274,-2.091144185728636
-2.3213213213213213,-3.2413878066420496
-2.315315315315315,-4.022318129504577
-2.3093093093093096,-3.2133205533370166
-2.3033033033033035,-5.077859827527302
-2.2972972972972974,-4.241728054682275
-2.2912912912912913,-2.2698634645117743
-2.285285285285285,-3.210248571119043
-2.2792792792792795,-5.1789655249430595
-2.2732732732732734,-2.284768431130402
-2.2672672672672673,-3.954129165748932
-2.2612612612612613,-4.5727775700161
-2.255255255255255,-4.874375093773386
-2.2492492492492495,-3.4105604322500245
-2.243243243243243,-3.3817612967746284
-2.2372372372372373,-3.6482235632224542
-2.2312312312312312,-3.341351707226815
-2.225225225225225,-3.8348987608356646
-2.2192192192192195,-3.184835219232613
-2.213213213213213,-4.862444921980715
-2.2072072072072073,-2.262064176860976
-2.201201201201201,-2.5270460926853726
-2.195195195195195,-4.424091335443607
-2.189189189189189,-3.1887332568385265
-2.183183183183183,-4.595262194181212
-2.1771771771771773,-3.152029697821726
-2.171171171171171,-2.1518513559286556
-2.165165165165165,-5.8560995860877
-2.159159159159159,-4.7690851554979545
-2.153153153153153,-3.373043930817433
-2.1471471471471473,-4.142233616447041
-2.141141141141141,-5.400159527044851
-2.135135135135135,-3.150685672783199
-2.129129129129129,-6.282119472809315
-2.123123123123123,-5.05259988943739
-2.1171171171171173,-4.598650867804267
-2.111111111111111,-4.775024352128181
-2.105105105105105,-3.0698042235657486
-2.099099099099099,-5.110149780873052
-2.093093093093093,-4.51801739009434
-2.0870870870870872,-4.814457733494231
-2.081081081081081,-4.6271365757061265
-2.075075075075075,-4.760978794300103
-2.069069069069069,-4.4151681176416275
-2.063063063063063,-4.050991174026589
-2.057057057057057,-4.828309925454836
-2.051051051051051,-4.0325428348209815
-2.045045045045045,-1.9276092979539028
-2.039039039039039,-4.500832867122688
-2.033033033033033,-4.8694724707880965
-2.027027027027027,-4.995630672825217
-2.021021021021021,-5.240962982586991
-2.015015015015015,-4.899126762517138
-2.009009009009009,-3.4846156606019028
-2.003003003003003,-4.0169979859913205
-1.996996996996997,-4.79969392808675
-1.990990990990991,-6.005153450169525
-1.984984984984985,-4.45181049948412
-1.978978978978979,-4.5174444514640095
-1.972972972972973,-5.214885151319074
-1.966966966966967,-3.96174361385072
-1.960960960960961,-8.133454923950747
-1.954954954954955,-3.2204135745560434
-1.9489489489489489,-6.12949894948154
-1.942942942942943,-4.0251944901651795
-1.936936936936937,-5.3132479948459395
-1.930930930930931,-5.312206357638473
-1.924924924924925,-3.317460516599094
-1.9189189189189189,-4.093715510646444
-1.912912912912913,-4.397276333468959
-1.906906906906907,-4.913726022230681
-1.9009009009009008,-1.8925389064774758
-1.894894894894895,-6.116556832656174
-1.8888888888888888,-4.936836758582867
-1.882882882882883,-3.3845817905173705
-1.8768768768768769,-4.36956546173253
-1.8708708708708708,-3.5399388776343326
-1.864864864864865,-3.4774360362256536
-1.8588588588588588,-3.890656950369995
-1.852852852852853,-5.194780687868792
-1.8468468468468469,-5.587564176499578
-1.8408408408408408,-5.273701106915114
-1.834834834834835,-4.817729765532118
-1.8288288288288288,-5.425037751529448
-1.822822822822823,-4.580361764252331
-1.8168168168168168,-3.9352533668381744
-1.8108108108108107,-4.671466834680065
-1.8048048048048049,-6.252960216356249
-1.7987987987987988,-3.615987531114284
-1.792792792792793,-5.462564669118051
-1.7867867867867868,-3.4674566475083903
-1.7807807807807807,-4.45915884790334
-1.7747747747747749,-2.4165040269930413
-1.7687687687687688,-5.397516376358885
-1.7627627627627627,-4.415440951662854
-1.7567567567567568,-4.872231067594521
-1.7507507507507507,-5.234455439970769
-1.7447447447447448,-4.281799028361627
-1.7387387387387387,-5.018691884950555
-1.7327327327327327,-5.42396141851465
-1.7267267267267268,-5.4472734260974605
-1.7207207207207207,-4.959719019137702
-1.7147147147147148,-5.7734624337202085
-1.7087087087087087,-4.580078205268558
-1.7027027027027026,-5.44063121971215
-1.6966966966966968,-6.186101102625869
-1.6906906906906907,-3.9290151559519035
-1.6846846846846848,-5.241340350756134
-1.6786786786786787,-4.464282716662859
-1.6726726726726726,-4.61210759289251
-1.6666666666666667,-4.358532579141536
-1.6606606606606606,-5.388004468048962
-1.6546546546546548,-6.17170421967383
-1.6486486486486487,-5.155718632694913
-1.6426426426426426,-4.569929900757766
-1.6366366366366367,-5.900814401492342
-1.6306306306306306,-4.518294405065749
-1.6246246246246245,-5.65970573646846
-1.6186186186186187,-3.9299537741770196
-1.6126126126126126,-4.540594522721537
-1.6066066066066067,-3.9170188970264563
-1.6006006006006006,-3.644515269600059
-1.5945945945945945,-5.670747344087678
-1.5885885885885886,-4.864808204719255
-1.5825825825825826,-4.198573069402495
-1.5765765765765767,-5.089457341586693
-1.5705705705705706,-6.010766049510142
-1.5645645645645645,-4.572131564267267
-1.5585585585585586,-5.930651935298559
-1.5525525525525525,-3.3935786796356755
-1.5465465465465467,-7.844181643153323
-1.5405405405405406,-3.795917223334109
-1.5345345345345345,-3.2448682703309384
-1.5285285285285286,-4.723824095627625
-1.5225225225225225,-4.582579019426764
-1.5165165165165164,-5.019287360842333
-1.5105105105105106,-5.430641410615607
-1.5045045045045045,-4.5574555209364895
-1.4984984984984986,-4.148088548168577
-1.4924924924924925,-5.548442110769536
-1.4864864864864864,-5.899696864747143
-1.4804804804804805,-4.114613632910312
-1.4744744744744744,-4.349528222558367
-1.4684684684684686,-3.2387308477823735
-1.4624624624624625,-4.843334110534211
-1.4564564564564564,-5.571423158092727
-1.4504504504504505,-5.809093270317741
-1.4444444444444444,-7.187994717943254
-1.4384384384384385,-3.8245427543176795
-1.4324324324324325,-3.42598040845821
-1.4264264264264264,-5.470910809813497
-1.4204204204204205,-5.23636767128749
-1.4144144144144144,-5.82863424503397
-1.4084084084084085,-6.127910188984062
-1.4024024024024024,-5.695693646512441
-1.3963963963963963,-5.034560160980901
-1.3903903903903905,-4.117920197457861
-1.3843843843843844,-5.577408674339389
-1.3783783783783783,-5.131402153225548
-1.3723723723723724,-5.8313501820913665
-1.3663663663663663,-3.464689535466963
-1.3603603603603605,-5.478306721142812
-1.3543543543543544,-5.722795425210087
-1.3483483483483483,-6.274288627903623
-1.3423423423423424,-4.8131914315634186
-1.3363363363363363,-6.94138010997262
-1.3303303303303304,-6.79887581126777
-1.3243243243243243,-6.257145131071983
-1.3183183183183182,-4.460307331709005
-1.3123123123123124,-6.410660707888447
-1.3063063063063063,-8.09929610443799
-1.3003003003003004,-3.900099532227603
-1.2942942942942943,-5.336476371793611
-1.2882882882882882,-3.1188273094222883
-1.2822822822822824,-4.73134003525357
-1.2762762762762763,-4.652762466310548
-1.2702702702702702,-5.663300520699441
-1.2642642642642643,-3.2960377072390927
-1.2582582582582582,-4.513919259185561
-1.2522522522522523,-6.807439048797251
-1.2462462462462462,-6.765249519309574
-1.2402402402402402,-3.7280269396512424
-1.2342342342342343,-4.175626126103473
-1.2282282282282282,-4.866797808599883
-1.2222222222222223,-4.861300316222671
-1.2162162162162162,-6.127244873906007
-1.2102102102102101,-4.165855808994679
-1.2042042042042043,-6.236900008991552
-1.1981981981981982,-3.3819258249767548
-1.1921921921921923,-5.688723531941795
-1.1861861861861862,-5.4168288706234105
-1.1801801801801801,-5.600281692724939
-1.1741741741741742,-4.747132247791911
-1.1681681681681682,-5.263994018851055
-1.1621621621621623,-4.412585692156486
-1.1561561561561562,-4.284834476191192
-1.15015015015015,-4.4228619835416385
-1.1441441441441442,-3.443330519334466
-1.1381381381381381,-4.086262912839801
-1.132132132132132,-4.18078154200529
-1.1261261261261262,-4.255730108014972
-1.12012012012012,-4.2674984737489075
-1.1141141141141142,-3.791201176025465
-1.1081081081081081,-4.158474312753029
-1.102102102102102,-3.9329805258093113
-1.0960960960960962,-3.771707934219763
-1.09009009009009,-4.987653224736164
-1.0840840840840842,-5.580823674709893
-1.078078078078078,-5.2759159754070355
-1.072072072072072,-6.023345382607046
-1.0660660660660661,-4.779718895317317
-1.06006006006006,-3.897101327841942
-1.0540540540540542,-4.5310399149045715
-1.048048048048048,-4.491712690982852
-1.042042042042042,-3.336901725906893
-1.0360360360360361,-3.053453028230712
-1.03003003003003,-3.9738716996615304
-1.0240240240240241,-4.784011374399569
-1.018018018018018,-3.931082749795468
-1.012012012012012,-3.2937747740655365
-1.006006006006006,-2.3969408188475296
-1.0,-5.596388586572826
-0.9939939939939939,-3.3139037564461944
-0.9879879879879878,-3.898967672070731
-0.9819819819819822,-5.074043355901793
-0.9759759759759761,-5.246526178419863
-0.96996996996997,-5.56322124100605
-0.9639639639639639,-2.4981661098858883
-0.9579579579579578,-4.990963293018792
-0.9519519519519521,-4.0339799505960245
-0.945945945945946,-3.5358062142772613
-0.93993993993994,-4.689231125229817
-0.9339339339339339,-5.315512129633218
-0.9279279279279278,-3.2952326510386283
-0.9219219219219221,-3.8659338367310654
-0.915915915915916,-4.427560122335317
-0.9099099099099099,-4.073369645046934
-0.9039039039039038,-4.446903479138201
-0.8978978978978978,-4.066543032317021
-0.8918918918918921,-5.526792784614407
-0.885885885885886,-3.924802377540868
-0.8798798798798799,-3.7515367108664255
-0.8738738738738738,-4.239150009779414
-0.8678678678678677,-3.713970378442865
-0.8618618618618621,-3.972190539649266
-0.855855855855856,-3.3839251052638706
-0.8498498498498499,-2.781274312889589
-0.8438438438438438,-2.7629390345371565
-0.8378378378378377,-4.005576948755752
-0.8318318318318321,-4.798749536857288
-0.825825825825826,-4.534824548834406
-0.8198198198198199,-4.110852486327484
-0.8138138138138138,-4.3377309012731935
-0.8078078078078077,-3.4361691722274106
-0.8018018018018016,-3.543328357584564
-0.795795795795796,-2.7598075891773495
-0.7897897897897899,-2.6393121475420607
-0.7837837837837838,-4.170563301359103
-0.7777777777777777,-4.495017249652037
-0.7717717717717716,-2.9607207808734493
-0.7657657657657659,-3.4327984389084634
-0.7597597597597598,-4.130723532049579
-0.7537537537537538,-2.6424896854985924
-0.7477477477477477,-4.032085341048298
-0.7417417417417416,-3.8393556760754337
-0.7357357357357359,-3.8109874569302122
-0.7297297297297298,-3.4387824663483553
-0.7237237237237237,-3.2907123619160474
-0.7177177177177176,-3.4838989516844125
-0.7117117117117115,-1.2793601167400084
-0.7057057057057059,-2.9848104947289147
-0.6996996996996998,-1.2109354226433005
-0.6936936936936937,-3.3898075214081267
-0.6876876876876876,-3.3683105056102876
-0.6816816816816815,-2.94793270588461
-0.6756756756756759,-0.9299554669588952
-0.6696696696696698,-3.3027545961128864
-0.6636636636636637,-2.5313063257756916
-0.6576576576576576,-2.3871745771645454
-0.6516516516516515,-2.309113170012296
-0.6456456456456459,-2.801187156136584
-0.6396396396396398,-2.419656953147219
-0.6336336336336337,-4.260165775957442
-0.6276276276276276,-2.5846568458345915
-0.6216216216216215,-3.573185142295768
-0.6156156156156158,-5.927355105556055
-0.6096096096096097,-3.1258059340204225
-0.6036036036036037,-2.6235279053672844
-0.5975975975975976,-2.349127626397295
-0.5915915915915915,-2.3187003433224445
-0.5855855855855858,-3.9948239698298087
-0.5795795795795797,-3.695438789308647
-0.5735735735735736,-1.7357519977470641
-0.5675675675675675,-0.8007187605036648
-0.5615615615615615,-2.043013222764297
-0.5555555555555554,-1.5539719039078745
-0.5495495495495497,-2.423254142971667
-0.5435435435435436,-1.1642711943817357
-0.5375375375375375,-2.630561874458125
-0.5315315315315314,-0.502930253068743
-0.5255255255255253,-2.110266815039965
-0.5195195195195197,-1.7163395219683557
-0.5135135135135136,-2.906326651574399
-0.5075075075075075,-4.621588985630433
-0.5015015015015014,-4.990602063568641
-0.4954954954954953,-2.668840082136968
-0.48948948948948967,-1.6582499274555669
-0.4834834834834836,-2.5549110128662065
-0.4774774774774775,-3.008543508398393
-0.4714714714714714,-2.0935188842558614
-0.4654654654654653,-3.539897650636753
-0.45945945945945965,-2.8087809476365715
-0.45345345345345356,-0.741478950232809
-0.44744744744744747,-3.5961227268359846
-0.4414414414414414,-1.6323872612679051
-0.4354354354354353,-2.479267149422285
-0.42942942942942963,-1.8277729914066678
-0.42342342342342354,-2.397377251679477
-0.41741741741741745,-2.018754958477401
-0.41141141141141135,-2.647715316103234
-0.40540540540540526,-0.9122930034490739
-0.3993993993993996,-1.3042994426876322
-0.3933933933933935,-0.6202811972142297
-0.3873873873873874,0.18743659262607304
-0.38138138138138133,-2.336854572862271
-0.37537537537537524,-2.4383398044939053
-0.3693693693693696,-3.7617553961771204
-0.3633633633633635,0.3090874726890913
-0.3573573573573574,-3.2524826686881783
-0.3513513513513513,-1.6268985534540659
-0.3453453453453452,-0.7421148214380249
-0.3393393393393396,-2.9460769074283135
-0.3333333333333335,-2.7084926609084716
-0.3273273273273274,-1.0342102473063277
-0.3213213213213213,-1.1511772233030804
-0.3153153153153152,-1.1472808864877417
-0.30930930930930955,-0.4674569827639743
-0.30330330330330346,-1.4660720049954823
-0.29729729729729737,-1.1653560573820982
-0.2912912912912913,-1.230840701984676
-0.2852852852852852,-0.8307262945807188
-0.2792792792792791,-2.1993358788132937
-0.27327327327327344,-2.0564670068840067
-0.26726726726726735,-3.798936764247642
-0.26126126126126126,-2.303520241881835
-0.25525525525525516,-2.426939359296093
-0.24924924924924907,-2.873542569458034
-0.24324324324324342,-1.4155978669071478
-0.23723723723723733,0.4621808365393212
-0.23123123123123124,-1.7427019033146094
-0.22522522522522515,-0.030179559638299214
-0.21921921921921905,0.9355535386240801
-0.2132132132132134,0.6424115690549921
-0.2072072072072073,-0.8348528477794598
-0.20120120120120122,-1.2614880115171752
-0.19519519519519513,0.6515460295722464
-0.18918918918918903,0.15255411725754497
-0.18318318318318338,0.3367372189254384
-0.1771771771771773,-3.1788805595101506
-0.1711711711711712,-1.2270829977756739
-0.1651651651651651,-0.5363807703461904
-0.159159159159159,-1.1871038185883978
-0.15315315315315337,0.6182723064772285
-0.14714714714714727,-0.9250613274837912
-0.14114114114114118,0.9198399300606666
-0.1351351351351351,-0.0772000716003135
-0.129129129129129,-1.9645436679997736
-0.12312312312312335,-2.178012197043054
-0.11711711711711725,-1.522964344074428
-0.11111111111111116,-1.506669331923425
-0.10510510510510507,-0.32651336933659236
-0.09909909909909898,-2.4850362578088023
-0.09309309309309333,-0.9440242672280196
-0.08708708708708723,-0.7136545865719146
-0.08108108108108114,-0.29688492673700173
-0.07507507507507505,-0.26101674831957183
-0.06906906906906896,-0.2815137652732603
-0.06306306306306331,-2.472723049247113
-0.057057057057057214,-1.0820472330054445
-0.05105105105105112,-0.036497818499240914
-0.04504504504504503,1.3511970551632757
-0.039039039039038936,-1.1808126644909098
-0.033033033033032844,-0.2290203421880453
-0.027027027027027195,-1.0975611857309342
-0.021021021021021102,0.04206572887037259
-0.01501501501501501,-0.44528953185850506
-0.009009009009008917,-0.33560228466140085
-0.0030030030030028243,0.961239669760464
0.0030030030030028243,1.2089721887838962
0.009009009009008917,-0.08672522614227199
0.01501501501501501,0.6382661677112371
0.021021021021021102,-1.0581010094864476
0.027027027027027195,0.47316848714764265
0.033033033033032844,1.238007630698702
0.039039039039038936,-0.337201390919717
0.04504504504504503,-0.7279816391845747
0.05105105105105112,0.42302978658246926
0.057057057057057214,0.011844691298283472
0.06306306306306286,0.21465572955423917
0.06906906906906896,0.032113841722132386
0.07507507507507505,-1.3728408241364218
0.08108108108108114,0.6047064248445008
0.08708708708708723,0.4883183294164794
0.09309309309309288,3.671693375165364
0.09909909909909898,0.14957866879854276
0.10510510510510507,0.1897315260087183
0.11111111111111116,-1.128526411418972
0.11711711711711725,2.8924784288461582
0.1231231231231229,1.8010236054458857
0.129129129129129,-0.32003195241130433
0.1351351351351351,1.0715297167024787
0.14114114114114118,-0.48589591872822746
0.14714714714714727,1.6321579345978117
0.15315315315315292,0.698066359301132
0.159159159159159,0.6334072123053001
0.1651651651651651,1.9469179265113221
0.1711711711711712,-0.21883033803379937
0.1771771771771773,1.138708481949429
0.18318318318318294,0.6854463953885206
0.18918918918918903,-0.5108365037350048
0.19519519519519513,0.9199393982333836
0.20120120120120122,0.5650105402179952
0.2072072072072073,1.5827760363423204
0.2132132132132134,0.6901019199824836
0.21921921921921905,1.1108290718230283
0.22522522522522515,0.9308863584995023
0.23123123123123124,1.8740980247500243
0.23723723723723733,1.3451070773223632
0.24324324324324342,0.5533830191467817
0.24924924924924907,0.11055767405344841
0.25525525525525516,0.5322375465593655
0.26126126126126126,2.905457416410667
0.26726726726726735,1.2982257837500915
0.27327327327327344,0.042162880373452616
0.2792792792792791,2.3412200425052108
0.2852852852852852,0.9212682810872393
0.2912912912912913,0.8260009192246557
0.29729729729729737,0.5632756779720206
0.30330330330330346,2.1391574642544704
0.3093093093093091,0.9318951563107182
0.3153153153153152,0.6575152120255594
0.3213213213213213,3.3915012349313733
0.3273273273273274,3.0796209259007363
0.3333333333333335,0.007783851119754992
0.33933933933933913,2.3162203454850827
0.3453453453453452,2.4377031687892536
0.3513513513513513,0.09409002283952161
0.3573573573573574,2.0821011486924257
0.3633633633633635,1.1409147747943718
0.36936936936936915,0.5934871727150641
0.37537537537537524,0.9953878664955308
0.38138138138138133,2.474255122610465
0.3873873873873874,2.2145773188107634
0.3933933933933935,1.9983613654757624
0.39939939939939917,1.5141292856038162
0.40540540540540526,2.9296701081907806
0.41141141141141135,3.670730065084836
0.41741741741741745,1.0660801941998543
0.42342342342342354,1.8986126959355616
0.4294294294294292,2.7771885958739775
0.4354354354354353,3.5965253758232336
0.4414414414414414,0.9636691572317779
0.44744744744744747,1.4569874842631574
0.45345345345345356,2.3540166168449614
0.45945945945945965,-0.46459735703521066
0.4654654654654653,1.6739708136552403
0.4714714714714714,2.123599911466382
0.4774774774774775,3.7129669598108377
0.4834834834834836,1.920605192072296
0.48948948948948967,2.5244390516050688
0.4954954954954953,2.9120128629688478
0.5015015015015014,1.8625697595607436
0.5075075075075075,0.9508688016677662
0.5135135135135136,0.048312069666664126
0.5195195195195197,3.6505952997655555
0.5255255255255253,2.8148056979249105
0.5315315315315314,2.14332824537077
0.5375375375375375,3.6461255915324897
0.5435435435435436,1.2196707568701899
0.5495495495495497,3.909473610772177
0.5555555555555554,3.0442949114511446
0.5615615615615615,5.00077186792614
0.5675675675675675,2.6287185728855977
0.5735735735735736,2.568429495615545
0.5795795795795797,4.153203486053661
0.5855855855855854,4.914540609393282
0.5915915915915915,1.9874079558543225
0.5975975975975976,3.505584639658924
0.6036036036036037,1.4113416767368805
0.6096096096096097,3.8365614608649024
0.6156156156156154,2.2749702879799174
0.6216216216216215,3.8292329003891266
0.6276276276276276,1.7344913390225174
0.6336336336336337,1.8829641792632543
0.6396396396396398,3.0823167006694527
0.6456456456456454,1.726901608829402
0.6516516516516515,3.5644294952201214
0.6576576576576576,3.732798683119282
0.6636636636636637,2.9601108635965865
0.6696696696696698,3.248597431933142
0.6756756756756754,1.855138975433857
0.6816816816816815,4.007513299163922
0.6876876876876876,4.093327834283245
0.6936936936936937,3.138985277100404
0.6996996996996998,2.4351108676001454
0.7057057057057055,2.5211830356314526
0.7117117117117115,2.990215422581577
0.7177177177177176,2.8160257819649828
0.7237237237237237,4.805712252334323
0.7297297297297298,2.8166571169060517
0.7357357357357359,4.062411880570709
0.7417417417417416,3.9386623811785144
0.7477477477477477,3.6056421560588663
0.7537537537537538,3.678087716688667
0.7597597597597598,3.269787164956036
0.7657657657657659,2.945792983517179
0.7717717717717716,5.56005202915814
0.7777777777777777,2.1190813541374154
0.7837837837837838,2.9801498221201808
0.7897897897897899,3.0960437307302673
0.795795795795796,3.429752419920497
0.8018018018018016,2.726800662611918
0.8078078078078077,4.209147877584866
0.8138138138138138,4.291661775760272
0.8198198198198199,3.0284144264714645
0.825825825825826,4.7494961858764295
0.8318318318318316,2.727600669919577
0.8378378378378377,3.53157213824564
0.8438438438438438,2.937028702703075
0.8498498498498499,2.1913039492990016
0.855855855855856,1.489013527086343
0.8618618618618616,2.6366522892634747
0.8678678678678677,3.472277569214806
0.8738738738738738,4.031053249241227
0.8798798798798799,4.2425324578321755
0.885885885885886,3.2588018006046493
0.8918918918918917,2.4615536069485113
0.8978978978978978,3.210748535048947
0.9039039039039038,2.9215672690962444
0.9099099099099099,2.3021877975035414
0.915915915915916,3.738657371524118
0.9219219219219217,6.5848957056475275
0.9279279279279278,3.5388678370971074
0.9339339339339339,4.864548510474876
0.93993993993994,3.113496888103632
0.945945945945946,4.70686940627447
0.9519519519519517,4.216958198359531
0.9579579579579578,4.817034084594521
0.9639639639639639,5.969062857919413
0.96996996996997,6.27737126155974
0.9759759759759761,3.932122588074632
0.9819819819819822,3.142385789228603
0.9879879879879878,5.334019267377691
0.9939939939939939,3.5981891484816426
1.0,3.0989459451812698
1.0060060060060056,3.502288199339711
1.0120120120120122,5.196397432804199
1.0180180180180178,5.3027871938735505
1.0240240240240244,3.933546950279598
1.03003003003003,5.760614502655256
1.0360360360360357,4.630648590354506
1.0420420420420422,4.604049038374107
1.0480480480480479,5.025718964148862
1.0540540540540544,5.312801535821794
1.06006006006006,6.4796683077767465
1.0660660660660657,3.4165822037865277
1.0720720720720722,4.920459944890102
1.0780780780780779,5.394092605836376
1.0840840840840844,3.9733184580748127
1.09009009009009,3.641272151945185
1.0960960960960957,4.150165988448409
1.1021021021021022,3.2516608967994785
1.108108108108108,3.2432979981183037
1.1141141141141144,6.278450628253231
1.12012012012012,4.436072985884023
1.1261261261261257,2.6798492589428617
1.1321321321321323,6.5534578222262985
1.138138138138138,4.75049004874302
1.1441441441441444,3.655312342626521
1.15015015015015,3.992513338849681
1.1561561561561557,4.830187216098811
1.1621621621621623,4.883383609815668
1.168168168168168,3.2028498746800547
1.1741741741741745,4.463997301113757
1.1801801801801801,5.1066212219842475
1.1861861861861858,4.687554087251249
1.1921921921921923,4.598607796865927
1.198198198198198,5.583771572482899
1.2042042042042045,3.264294692736392
1.2102102102102101,4.505989545411739
1.2162162162162158,4.420399966402528
1.2222222222222223,3.3013818974615257
1.228228228228228,4.782587427154686
1.2342342342342345,6.569150887490168
1.2402402402402402,5.340163548538679
1.2462462462462458,4.7382429978581815
1.2522522522522523,5.201552122058708
1.258258258258258,3.5281805692494403
1.2642642642642645,6.595009221905411
1.2702702702702702,6.106905151005106
1.2762762762762758,4.880364593463894
1.2822822822822824,4.192106078306303
1.288288288288288,4.228511858735461
1.2942942942942945,3.3657029969301346
1.3003003003003002,5.920284820174377
1.3063063063063058,4.299274407630322
1.3123123123123124,2.6466927082408347
1.318318318318318,6.250541995720951
1.3243243243243246,5.343372920878259
1.3303303303303302,4.548531563319445
1.3363363363363359,5.07670611629725
1.3423423423423424,5.315144535386156
1.348348348348348,5.012940711141202
1.3543543543543546,5.086005191735378
1.3603603603603602,6.593687848293697
1.3663663663663668,4.348716999964394
1.3723723723723724,3.55275998429463
1.378378378378378,5.1492520831165125
1.3843843843843846,4.655973867970258
1.3903903903903903,4.469066181435487
1.3963963963963968,7.031425838383505
1.4024024024024024,5.450457223727664
1.408408408408408,3.9653585322873077
